Actual_Meteor_Count,Predicted_Meteor_Count
349043.0,349045.74666666664
0.0,0.0
322298.0,322295.62666666665
350780.0,350711.1666666667
223656.0,223654.91333333333
0.0,0.0
272185.0,272185.4666666667
0.0,0.0
274510.0,274510.0333333333
0.0,0.0
318849.0,318848.0933333333
304447.0,304425.36
0.0,0.0
286745.0,286745.12
305516.0,305515.9066666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
288987.0,288985.62
232681.0,232680.88666666666
224847.0,224846.92
0.0,0.0
0.0,0.0
0.0,0.0
223603.0,223602.55333333334
0.0,0.0
251960.0,251961.02666666667
0.0,0.0
223565.0,223565.19333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
346576.0,346576.08666666667
0.0,0.0
0.0,0.0
302326.0,302312.9733333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
331062.0,331063.67333333334
303433.0,303430.00666666665
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
256597.0,256597.35333333333
251954.0,251955.86
0.0,0.0
349041.0,349042.96
0.0,0.0
248909.0,249046.34666666668
0.0,0.0
0.0,0.0
361788.0,361788.00666666665
346608.0,346606.05333333334
319261.0,319259.6533333333
0.0,0.0
243882.0,243878.57333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
331453.0,331454.0266666667
286193.0,286190.94
223288.0,223288.45333333334
0.0,0.0
0.0,0.0
303532.0,303531.68
0.0,0.0
330876.0,330875.46
0.0,0.0
0.0,0.0
0.0,0.0
347934.0,347934.1533333333
0.0,0.0
251685.0,251685.04
233177.0,233192.81333333332
0.0,0.0
251727.0,251726.36666666667
0.0,0.0
273263.0,273262.37333333335
331249.0,331245.70666666667
273262.0,273262.37333333335
0.0,0.0
345583.0,345583.9866666667
274758.0,274754.3
288886.0,288883.75333333336
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
223554.0,223553.54666666666
0.0,0.0
0.0,0.0
318590.0,318592.56
223236.0,223233.97333333333
0.0,0.0
303372.0,303372.94
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
346486.0,346486.82
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
359971.0,359969.87333333335
319852.0,319856.36
301750.0,301748.86
331461.0,331460.54
0.0,0.0
303452.0,303451.3466666667
0.0,0.0
0.0,0.0
346462.0,346461.41333333333
0.0,0.0
303937.0,303937.4733333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
272526.0,272525.29333333333
223483.0,223481.66
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
319367.0,319367.68666666665
223723.0,223722.51333333334
0.0,0.0
305213.0,305213.2866666667
0.0,0.0
232746.0,232745.32
274635.0,274635.74
233327.0,233320.26
322134.0,322132.4266666667
251599.0,251599.12
288682.0,288687.0733333333
303203.0,303202.2
0.0,0.0
255060.0,255059.72
223913.0,223914.35333333333
253112.0,253106.84666666668
0.0,0.0
0.0,0.0
0.0,0.0
252888.0,252881.14666666667
288820.0,288825.79333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
349398.0,349402.3333333333
0.0,0.0
0.0,0.0
0.0,0.0
273992.0,273992.1666666667
252139.0,252137.22666666665
233497.0,233499.15333333332
0.0,0.0
0.0,0.0
274659.0,274657.62
232897.0,232898.2
303817.0,303815.72
0.0,0.0
0.0,0.0
0.0,0.0
322440.0,322449.94
0.0,0.0
0.0,0.0
272203.0,272205.12
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
302597.0,302597.88
0.0,0.0
0.0,0.0
331098.0,331096.70666666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
251794.0,251779.41333333333
0.0,0.0
319431.0,319429.42
302976.0,302975.69333333336
0.0,0.0
233195.0,233194.43333333332
0.0,0.0
223786.0,223785.60666666666
253238.0,253238.50666666665
0.0,0.0
243822.0,243822.34
274083.0,274082.14
0.0,0.0
0.0,0.0
0.0,0.0
345369.0,345368.88666666666
331525.0,331523.5133333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
252667.0,252668.40666666668
303384.0,303382.61333333334
244356.0,244353.0
0.0,0.0
0.0,0.0
218324.0,218326.66666666666
0.0,0.0
0.0,0.0
0.0,0.0
301862.0,301865.66
0.0,0.0
223402.0,223402.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
251867.0,251868.74666666667
334215.0,334214.36
0.0,0.0
0.0,0.0
256562.0,256563.52
252086.0,252085.12
0.0,0.0
0.0,0.0
0.0,0.0
348687.0,348685.5
232482.0,232482.33333333334
319125.0,319125.0466666667
0.0,0.0
0.0,0.0
218321.0,218326.07333333333
0.0,0.0
277205.0,277204.5133333333
0.0,0.0
0.0,0.0
233089.0,233092.30666666667
0.0,0.0
0.0,0.0
273995.0,273994.85333333333
0.0,0.0
0.0,0.0
0.0,0.0
253316.0,253317.88666666666
0.0,0.0
0.0,0.0
255022.0,255022.06
286526.0,286527.42
0.0,0.0
0.0,0.0
272083.0,272083.93333333335
0.0,0.0
0.0,0.0
289110.0,289107.56666666665
304952.0,304954.48
0.0,0.0
0.0,0.0
0.0,0.0
318663.0,318665.80666666664
0.0,0.0
0.0,0.0
257046.0,257063.62
0.0,0.0
333753.0,333751.76666666666
223424.0,223422.49333333335
256730.0,256728.89333333334
0.0,0.0
233194.0,233194.34
286290.0,286290.35333333333
305171.0,305171.6533333333
0.0,0.0
275105.0,275104.5733333333
0.0,0.0
273264.0,273264.99333333335
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
241911.0,241910.98666666666
0.0,0.0
345858.0,345855.36666666664
286173.0,286173.0133333333
331352.0,331352.74
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
223621.0,223622.31333333332
0.0,0.0
0.0,0.0
0.0,0.0
333561.0,333555.9733333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
330935.0,330936.30666666664
0.0,0.0
244073.0,244076.35333333333
0.0,0.0
275064.0,275065.49333333335
0.0,0.0
0.0,0.0
0.0,0.0
273218.0,273217.58666666667
0.0,0.0
0.0,0.0
289211.0,289207.6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
303434.0,303432.4
252350.0,252350.06666666668
0.0,0.0
0.0,0.0
289517.0,289521.12
319877.0,319880.46
0.0,0.0
288731.0,288733.2866666667
274242.0,274241.9666666667
0.0,0.0
331305.0,331305.7133333333
224366.0,224366.32666666666
224269.0,224268.75333333333
0.0,0.0
0.0,0.0
332852.0,332861.58666666667
0.0,0.0
0.0,0.0
252355.0,252354.10666666666
0.0,0.0
302768.0,302771.4
0.0,0.0
0.0,0.0
241893.0,241896.85333333333
330905.0,330906.2866666667
0.0,0.0
0.0,0.0
286733.0,286733.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
286716.0,286715.6
0.0,0.0
0.0,0.0
286704.0,286703.79333333333
0.0,0.0
302337.0,302317.0733333333
253718.0,253718.16666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
257113.0,257107.48
345576.0,345573.38666666666
0.0,0.0
349039.0,349039.80666666664
253012.0,253008.78666666665
0.0,0.0
224204.0,224203.34666666668
0.0,0.0
0.0,0.0
348750.0,348752.0
223745.0,223743.60666666666
274473.0,274472.99333333335
273390.0,273389.2266666667
0.0,0.0
0.0,0.0
348736.0,348735.9866666667
303088.0,303087.5933333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
224051.0,224051.57333333333
0.0,0.0
232971.0,232970.52
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
345730.0,345728.73333333334
0.0,0.0
303901.0,303898.96
0.0,0.0
303355.0,303356.7133333333
0.0,0.0
224235.0,224230.82
0.0,0.0
0.0,0.0
331278.0,331274.2133333333
0.0,0.0
0.0,0.0
255425.0,255424.90666666668
275049.0,275048.9733333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
224176.0,224174.22666666665
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
233364.0,233362.19333333333
232669.0,232668.88666666666
0.0,0.0
274141.0,274141.38666666666
0.0,0.0
274086.0,274083.6066666667
0.0,0.0
0.0,0.0
0.0,0.0
232749.0,232749.05333333334
0.0,0.0
0.0,0.0
0.0,0.0
303314.0,303316.86666666664
0.0,0.0
224010.0,224009.68666666668
224136.0,224135.94666666666
0.0,0.0
319995.0,319994.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
286714.0,286714.74
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
252135.0,252135.82
286791.0,286791.14
0.0,0.0
273012.0,273013.7733333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
344029.0,343962.7
0.0,0.0
224104.0,224105.8
303220.0,303219.68
303073.0,303073.58666666667
302068.0,302066.61333333334
0.0,0.0
272724.0,272725.73333333334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
223484.0,223484.85333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
302804.0,302804.85333333333
0.0,0.0
0.0,0.0
302110.0,302115.56
0.0,0.0
286815.0,286815.58
0.0,0.0
0.0,0.0
224115.0,224114.80666666667
0.0,0.0
223620.0,223622.15333333332
275862.0,275861.70666666667
0.0,0.0
301748.0,301748.36
0.0,0.0
0.0,0.0
0.0,0.0
256604.0,256605.78
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
323824.0,323805.49333333335
0.0,0.0
0.0,0.0
301942.0,301939.36
0.0,0.0
0.0,0.0
302072.0,302065.73333333334
252480.0,252480.14666666667
0.0,0.0
251806.0,251804.22
303716.0,303709.82666666666
0.0,0.0
319026.0,319027.06666666665
0.0,0.0
305386.0,305386.49333333335
0.0,0.0
0.0,0.0
274435.0,274434.91333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
223418.0,223418.34666666668
0.0,0.0
233364.0,233363.86
233708.0,233706.48666666666
0.0,0.0
0.0,0.0
224137.0,224136.12666666668
346475.0,346472.88666666666
0.0,0.0
331581.0,331586.50666666665
0.0,0.0
0.0,0.0
331321.0,331319.5466666667
0.0,0.0
331262.0,331261.14
0.0,0.0
0.0,0.0
0.0,0.0
303041.0,303041.42
0.0,0.0
0.0,0.0
224248.0,224246.12
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
330978.0,330977.36666666664
253404.0,253403.45333333334
0.0,0.0
345110.0,345106.43333333335
0.0,0.0
233861.0,233859.90666666668
319875.0,319866.12666666665
0.0,0.0
289848.0,289871.46
0.0,0.0
0.0,0.0
346941.0,346941.38666666666
233638.0,233637.28666666665
252329.0,252321.72666666665
253421.0,253414.88666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
274102.0,274103.79333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
318715.0,318716.44
302916.0,302916.1666666667
0.0,0.0
273596.0,273595.44666666666
319468.0,319464.22
223461.0,223461.98
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
333793.0,333776.54
0.0,0.0
0.0,0.0
319350.0,319350.11333333334
0.0,0.0
287246.0,287236.5466666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
255063.0,255063.18
243821.0,243825.68666666668
274282.0,274282.6
253473.0,253472.79333333333
274113.0,274112.3933333333
0.0,0.0
253316.0,253317.88666666666
301772.0,301771.29333333333
256494.0,256494.33333333334
348196.0,348194.38
0.0,0.0
0.0,0.0
224378.0,224377.72666666665
252825.0,252825.95333333334
255510.0,255510.86666666667
0.0,0.0
0.0,0.0
0.0,0.0
361805.0,361805.06666666665
289218.0,289218.14
319372.0,319371.05333333334
0.0,0.0
0.0,0.0
0.0,0.0
252187.0,252178.48666666666
332869.0,332868.72
0.0,0.0
223807.0,223804.44666666666
0.0,0.0
252706.0,252707.25333333333
0.0,0.0
322102.0,322101.48
0.0,0.0
0.0,0.0
234029.0,234028.5
0.0,0.0
224208.0,224208.35333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
255037.0,255036.7
274908.0,274905.4066666667
0.0,0.0
333009.0,333011.54
224146.0,224146.1
0.0,0.0
0.0,0.0
345478.0,345478.32
0.0,0.0
224107.0,224107.07333333333
348055.0,348054.86666666664
0.0,0.0
0.0,0.0
223736.0,223734.51333333334
0.0,0.0
272077.0,272075.4266666667
287098.0,287111.44
273831.0,273829.4
0.0,0.0
0.0,0.0
232911.0,232910.85333333333
274382.0,274375.8333333333
256480.0,256480.10666666666
0.0,0.0
0.0,0.0
289133.0,289134.55333333334
0.0,0.0
232592.0,232588.39333333334
252131.0,252130.02666666667
348055.0,348054.86666666664
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
332898.0,332898.13333333336
274509.0,274509.1533333333
0.0,0.0
0.0,0.0
233354.0,233358.37333333332
348209.0,348207.72
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
224193.0,224194.2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
252706.0,252707.00666666665
0.0,0.0
234096.0,234094.78666666665
0.0,0.0
273190.0,273191.20666666667
242225.0,242222.90666666668
347234.0,347235.3333333333
0.0,0.0
224818.0,224818.04666666666
0.0,0.0
0.0,0.0
244300.0,244318.38
0.0,0.0
333761.0,333764.12
332222.0,332146.13333333336
0.0,0.0
286766.0,286765.0133333333
0.0,0.0
0.0,0.0
0.0,0.0
223597.0,223596.96666666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
251942.0,251937.45333333334
0.0,0.0
232725.0,232725.65333333332
0.0,0.0
347300.0,347299.7266666667
0.0,0.0
0.0,0.0
232907.0,232905.19333333333
0.0,0.0
0.0,0.0
0.0,0.0
252071.0,252076.88666666666
331133.0,331131.11333333334
233570.0,233570.08666666667
252137.0,252137.11333333334
274738.0,274737.0933333333
232990.0,232988.82
0.0,0.0
0.0,0.0
0.0,0.0
302783.0,302779.9733333333
303055.0,303056.20666666667
0.0,0.0
0.0,0.0
219262.0,219261.91333333333
0.0,0.0
0.0,0.0
223549.0,223549.15333333332
286772.0,286773.0466666667
0.0,0.0
251654.0,251654.06666666668
0.0,0.0
274728.0,274727.52
273980.0,273979.18666666665
345454.0,345453.35333333333
0.0,0.0
302779.0,302778.62666666665
0.0,0.0
0.0,0.0
0.0,0.0
319195.0,319191.9533333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
232771.0,232770.01333333334
0.0,0.0
0.0,0.0
276117.0,276112.7266666667
0.0,0.0
252831.0,252831.54
0.0,0.0
302931.0,302931.0466666667
272192.0,272192.5466666667
361823.0,361822.78
0.0,0.0
330780.0,330777.0933333333
0.0,0.0
286423.0,286424.2133333333
233640.0,233639.46666666667
0.0,0.0
243856.0,243853.03333333333
0.0,0.0
319137.0,319133.2133333333
0.0,0.0
0.0,0.0
273822.0,273820.62666666665
0.0,0.0
0.0,0.0
0.0,0.0
223508.0,223507.6
0.0,0.0
331762.0,331765.0733333333
224484.0,224483.83333333334
0.0,0.0
322439.0,322449.94
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
302639.0,302639.61333333334
273766.0,273765.32666666666
233675.0,233673.08
0.0,0.0
273949.0,273950.5466666667
253849.0,253849.44
333066.0,333064.7266666667
332977.0,332977.28
232575.0,232573.7
347371.0,347368.58666666667
274148.0,274148.17333333334
302993.0,302991.61333333334
232940.0,232938.7
287134.0,287144.9
289963.0,289956.8466666667
274023.0,274023.4266666667
0.0,0.0
243860.0,243857.91333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
241690.0,241760.30666666667
302659.0,302660.7733333333
276013.0,275980.16
0.0,0.0
331654.0,331654.76
0.0,0.0
256734.0,256732.99333333335
0.0,0.0
0.0,0.0
0.0,0.0
256809.0,256811.52
0.0,0.0
0.0,0.0
0.0,0.0
273259.0,273260.2133333333
0.0,0.0
301742.0,301758.94666666666
360031.0,360029.54
0.0,0.0
0.0,0.0
359984.0,359984.87333333335
333737.0,333737.44666666666
359861.0,359859.1533333333
0.0,0.0
0.0,0.0
348759.0,348762.88666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
289443.0,289440.7133333333
345123.0,345125.08
347442.0,347439.0266666667
0.0,0.0
0.0,0.0
274004.0,274003.94666666666
252667.0,252667.06666666668
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
346377.0,346368.36666666664
0.0,0.0
251678.0,251678.52666666667
0.0,0.0
305541.0,305539.32
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
276959.0,276955.63333333336
0.0,0.0
233525.0,233525.24666666667
0.0,0.0
223405.0,223402.72666666665
0.0,0.0
273746.0,273746.73333333334
319047.0,319048.0
0.0,0.0
345868.0,345862.0266666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
346950.0,346951.12
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
331578.0,331573.98
0.0,0.0
0.0,0.0
276957.0,276956.98
251684.0,251683.08666666667
233118.0,233119.2
0.0,0.0
348689.0,348690.08
0.0,0.0
0.0,0.0
232958.0,232959.24
0.0,0.0
0.0,0.0
346233.0,346235.4733333333
303011.0,303009.1533333333
348010.0,348018.5333333333
223315.0,223314.64666666667
0.0,0.0
232648.0,232647.89333333334
0.0,0.0
233665.0,233665.68
233012.0,233006.23333333334
289332.0,289331.98
0.0,0.0
0.0,0.0
272421.0,272419.54
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
252117.0,252115.67333333334
0.0,0.0
0.0,0.0
0.0,0.0
256665.0,256662.68
274294.0,274292.67333333334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
232576.0,232574.98666666666
0.0,0.0
0.0,0.0
288701.0,288697.18666666665
318756.0,318753.92
0.0,0.0
274045.0,274035.5733333333
0.0,0.0
0.0,0.0
242018.0,242017.73333333334
0.0,0.0
322889.0,322868.92
0.0,0.0
346056.0,346062.9533333333
253854.0,253854.07333333333
0.0,0.0
0.0,0.0
303777.0,303775.9533333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
319247.0,319242.80666666664
252502.0,252502.88666666666
273732.0,273731.74
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
232420.0,232422.65333333332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
272615.0,272614.41333333333
0.0,0.0
0.0,0.0
256441.0,256441.04666666666
303645.0,303641.18666666665
0.0,0.0
272221.0,272221.92
0.0,0.0
0.0,0.0
273758.0,273754.2266666667
0.0,0.0
0.0,0.0
0.0,0.0
232859.0,232860.96
0.0,0.0
0.0,0.0
251774.0,251773.98
0.0,0.0
0.0,0.0
0.0,0.0
252132.0,252129.82666666666
255425.0,255423.59333333332
252883.0,252879.98666666666
0.0,0.0
0.0,0.0
0.0,0.0
348201.0,348200.9733333333
286533.0,286531.5
223227.0,223226.4
349630.0,349630.94666666666
0.0,0.0
0.0,0.0
0.0,0.0
346416.0,346419.64
346636.0,346612.9733333333
0.0,0.0
0.0,0.0
255152.0,255153.15333333332
232947.0,232946.55333333334
0.0,0.0
0.0,0.0
346806.0,346805.66
331200.0,331201.04
0.0,0.0
303716.0,303709.75333333336
285936.0,285922.72
0.0,0.0
224329.0,224330.98
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
305239.0,305238.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
347079.0,347079.70666666667
0.0,0.0
0.0,0.0
273810.0,273810.0266666667
0.0,0.0
0.0,0.0
0.0,0.0
233572.0,233571.47333333333
0.0,0.0
0.0,0.0
272172.0,272171.70666666667
303751.0,303749.32666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
286319.0,286288.16
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
256492.0,256492.13333333333
0.0,0.0
347967.0,347960.0
0.0,0.0
0.0,0.0
273851.0,273850.12
348748.0,348747.80666666664
0.0,0.0
348660.0,348659.4866666667
274460.0,274449.1
0.0,0.0
272224.0,272222.6533333333
332019.0,332023.06666666665
0.0,0.0
0.0,0.0
252737.0,252737.74
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
346183.0,346184.17333333334
0.0,0.0
0.0,0.0
330815.0,330812.18
0.0,0.0
0.0,0.0
330794.0,330795.5466666667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
234133.0,234133.97333333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
224269.0,224268.82
252113.0,252115.22
332222.0,332208.64
285948.0,285930.06
333547.0,333548.24666666664
0.0,0.0
251553.0,251553.90666666668
0.0,0.0
272813.0,272815.06666666665
360037.0,360034.24666666664
0.0,0.0
0.0,0.0
273446.0,273449.2
349048.0,349048.9066666667
0.0,0.0
0.0,0.0
345788.0,345786.3466666667
223504.0,223505.45333333334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
223294.0,223293.50666666665
0.0,0.0
319834.0,319821.20666666667
253403.0,253401.34
345442.0,345442.79333333333
0.0,0.0
0.0,0.0
0.0,0.0
224349.0,224347.97333333333
0.0,0.0
0.0,0.0
0.0,0.0
319649.0,319645.23333333334
0.0,0.0
0.0,0.0
0.0,0.0
274815.0,274816.66
0.0,0.0
257085.0,257083.92
0.0,0.0
0.0,0.0
289716.0,289711.11333333334
0.0,0.0
0.0,0.0
224030.0,224029.79333333333
286285.0,286286.4666666667
0.0,0.0
273879.0,273875.0733333333
272055.0,272056.30666666664
0.0,0.0
330853.0,330847.63333333336
0.0,0.0
286581.0,286580.11333333334
0.0,0.0
0.0,0.0
250759.0,250782.64
0.0,0.0
289242.0,289240.22
359900.0,359899.74666666664
349702.0,349700.96
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
302113.0,302113.8333333333
0.0,0.0
348139.0,348119.6066666667
0.0,0.0
0.0,0.0
253928.0,253946.54
343900.0,343890.34
347928.0,347927.2
0.0,0.0
0.0,0.0
253098.0,253095.65333333332
273754.0,273751.96
0.0,0.0
0.0,0.0
345436.0,345436.5266666667
223554.0,223553.51333333334
0.0,0.0
346943.0,346942.68
0.0,0.0
0.0,0.0
0.0,0.0
345002.0,345002.26
233644.0,233642.40666666668
0.0,0.0
0.0,0.0
256817.0,256816.74
0.0,0.0
254535.0,254513.59333333332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
305445.0,305442.14
0.0,0.0
319936.0,319937.2133333333
0.0,0.0
0.0,0.0
273253.0,273259.5733333333
223988.0,223987.22666666665
223828.0,223827.88666666666
274288.0,274287.32666666666
0.0,0.0
273800.0,273799.13333333336
0.0,0.0
0.0,0.0
302835.0,302832.5333333333
0.0,0.0
224846.0,224846.69333333333
0.0,0.0
274020.0,274021.4
302179.0,302179.2133333333
223938.0,223937.3
223437.0,223438.86666666667
223617.0,223615.61333333334
346556.0,346554.02
0.0,0.0
348260.0,348248.9
273191.0,273191.20666666667
0.0,0.0
348265.0,348263.02
348754.0,348752.82666666666
0.0,0.0
286823.0,286821.1
0.0,0.0
0.0,0.0
272120.0,272119.4066666667
0.0,0.0
224341.0,224340.08
272016.0,272022.14
0.0,0.0
305972.0,305858.82
0.0,0.0
304954.0,304954.48
255330.0,255330.2
0.0,0.0
0.0,0.0
331060.0,331059.8
0.0,0.0
0.0,0.0
255065.0,255064.63333333333
0.0,0.0
302415.0,302416.22
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
286220.0,286223.2133333333
274839.0,274839.12
0.0,0.0
0.0,0.0
319160.0,319158.6533333333
332070.0,332067.5933333333
302927.0,302928.17333333334
345537.0,345534.88
0.0,0.0
0.0,0.0
344840.0,344838.5266666667
318952.0,318952.58666666667
0.0,0.0
0.0,0.0
0.0,0.0
348627.0,348628.7133333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
233883.0,233884.07333333333
274160.0,274158.54
0.0,0.0
0.0,0.0
0.0,0.0
303832.0,303831.1533333333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
232518.0,232518.56666666668
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
332035.0,332034.63333333336
319634.0,319638.63333333336
