Actual_Brightness,Predicted_Brightness
20230.13333333333,20230.06711111115
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23097.466666666667,23097.427555555565
18962.35387389397,18962.35387389583
20262.466666666667,20262.507111111114
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18168.4,18168.41244444443
14898.866666666669,14898.788888888903
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21291.13333333333,21291.17911111111
14914.866666666669,14914.836444444452
18962.35387389397,18962.35387389583
20347.533333333333,20347.552444444445
18962.35387389397,18962.35387389583
15516.4,15516.373333333302
18309.0,18309.045777777814
15555.133333333331,15554.697333333355
21475.6,21475.504444444447
16773.266666666666,16773.257777777762
19245.466666666667,19245.851111111082
20213.533333333333,20213.48000000001
18962.35387389397,18962.35387389583
17004.0,17003.98133333332
14927.533333333333,14927.630222222213
16874.133333333335,16873.79377777777
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16859.2,16858.71022222224
19254.666666666668,19255.0653333333
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23293.2,23294.22533333336
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18266.13333333333,18266.137777777767
16809.266666666666,16809.135555555564
15566.466666666667,15566.594666666684
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18310.6,18310.47733333336
15526.466666666667,15526.542222222235
20254.466666666667,20254.381333333284
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21496.0,21496.716444444486
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18146.866666666665,18147.021333333323
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20173.13333333333,20173.171555555542
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22073.2,22073.07377777781
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16786.266666666666,16785.43333333334
18962.35387389397,18962.35387389583
21295.4,21295.294666666676
20198.4,20198.381333333306
18962.35387389397,18962.35387389583
15546.333333333334,15546.279111111096
18962.35387389397,18962.35387389583
14919.066666666668,14919.030666666667
16882.533333333333,16882.592444444464
18962.35387389397,18962.35387389583
16254.8,16254.822666666676
18272.2,18272.14666666667
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23024.6,23024.539111111088
22101.666666666668,22101.599999999973
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16844.466666666667,16844.555111111116
20225.6,20225.525333333353
16290.4,16290.13777777777
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14554.933333333332,14554.905777777805
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20124.13333333333,20124.31511111114
18962.35387389397,18962.35387389583
14893.466666666667,14893.461333333322
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16791.133333333335,16791.24133333332
22281.0,22280.94933333337
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17104.133333333335,17104.23466666666
16805.733333333334,16805.6897777778
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23245.8,23245.695555555518
15498.8,15498.822222222232
21275.0,21275.011555555604
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14554.733333333334,14554.827555555577
18962.35387389397,18962.35387389583
18480.33333333333,18480.28577777774
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15539.266666666666,15539.491111111094
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18266.33333333333,18266.311111111107
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16887.733333333334,16887.641777777822
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17001.466666666667,17001.4671111111
19101.733333333334,19101.837333333307
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18138.866666666665,18138.88
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19274.0,19273.837777777724
20330.13333333333,20330.29866666667
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21244.2,21244.48444444442
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17136.4,17137.881333333316
18962.35387389397,18962.35387389583
22250.2,22250.088000000036
14894.933333333332,14894.81733333333
17115.333333333332,17115.23911111113
18962.35387389397,18962.35387389583
15546.266666666666,15546.288444444432
19086.0,19086.007111111117
20344.733333333334,20344.776888888868
18962.35387389397,18962.35387389583
18340.33333333333,18340.30488888886
18962.35387389397,18962.35387389583
18217.6,18217.687555555556
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16127.4,16127.400888888847
18962.35387389397,18962.35387389583
23057.2,23057.02444444449
19078.2,19078.16711111112
22090.13333333333,22090.188888888923
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14908.066666666668,14908.136444444448
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22237.4,22237.064888888923
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22062.33333333333,22062.487555555574
18962.35387389397,18962.35387389583
16271.533333333333,16271.836444444445
18962.35387389397,18962.35387389583
18337.6,18337.697777777754
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18214.533333333333,18214.505777777784
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19280.733333333334,19280.482666666685
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20228.93333333333,20228.85022222223
16823.333333333332,16823.348888888882
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19301.13333333333,19301.436444444436
21325.13333333333,21325.427111111123
18962.35387389397,18962.35387389583
19248.733333333334,19248.880888888878
18282.8,18282.797777777785
18962.35387389397,18962.35387389583
22087.0,22087.09066666669
14957.733333333334,14957.75555555558
14951.266666666666,14951.24133333331
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22190.13333333333,22190.82000000001
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16823.666666666668,16823.604888888913
18962.35387389397,18962.35387389583
20184.533333333333,20184.716888888863
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16126.2,16124.404444444432
22060.33333333333,22060.372444444463
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19115.533333333333,19115.532000000007
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19114.4,19114.373333333308
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19113.6,19113.56088888888
18962.35387389397,18962.35387389583
20155.8,20154.243999999977
16914.533333333333,16914.54444444447
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17140.866666666665,17140.672888888905
23038.4,23038.183999999994
18962.35387389397,18962.35387389583
23269.266666666663,23269.386222222245
16867.466666666667,16866.15288888887
18962.35387389397,18962.35387389583
14946.933333333332,14946.894222222241
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23250.0,23250.11511111115
14916.333333333334,14916.247555555537
18298.2,18298.222222222223
18226.0,18225.950666666642
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23249.066666666666,23249.066222222285
20205.866666666665,20205.833333333332
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14936.733333333334,14936.776000000018
18962.35387389397,18962.35387389583
15531.4,15531.349777777754
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23048.666666666668,23048.58933333332
18962.35387389397,18962.35387389583
20260.066666666666,20259.934222222233
18962.35387389397,18962.35387389583
20223.666666666668,20223.796444444433
18962.35387389397,18962.35387389583
14949.0,14948.714222222245
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22085.2,22084.851999999963
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17028.333333333332,17028.32711111111
18336.6,18336.598222222252
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14945.066666666668,14944.95955555556
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15557.6,15557.512000000035
15511.266666666666,15511.259111111089
18962.35387389397,18962.35387389583
18276.066666666666,18276.084444444426
18962.35387389397,18962.35387389583
18272.4,18272.256888888893
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15516.6,15516.603555555595
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20220.93333333333,20221.077777777784
18962.35387389397,18962.35387389583
14934.0,14933.979111111112
14942.4,14942.396444444405
18962.35387389397,18962.35387389583
21333.0,21332.98666666666
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19114.266666666663,19114.318666666644
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16809.0,16809.018666666667
19119.4,19119.409333333308
18962.35387389397,18962.35387389583
18200.8,18200.848888888886
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22935.266666666663,22931.623555555572
18962.35387389397,18962.35387389583
14940.266666666666,14940.362222222195
20214.666666666668,20214.645333333374
20204.866666666665,20204.916
20137.866666666665,20137.794666666683
18962.35387389397,18962.35387389583
18181.6,18181.71555555556
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14898.933333333332,14898.93555555556
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20186.93333333333,20186.99022222224
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20140.666666666668,20141.066666666648
18962.35387389397,18962.35387389583
19121.0,19121.038666666675
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14941.0,14941.00044444444
18962.35387389397,18962.35387389583
14908.0,14908.136444444448
18390.8,18390.847111111096
18962.35387389397,18962.35387389583
20116.533333333333,20116.592
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17106.933333333334,17107.059555555556
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21588.266666666663,21587.40666666668
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20129.466666666667,20129.290666666628
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20138.13333333333,20137.73911111113
16832.0,16832.012888888894
18962.35387389397,18962.35387389583
16787.066666666666,16787.03511111112
20247.733333333334,20247.33733333334
18962.35387389397,18962.35387389583
21268.4,21268.47111111112
18962.35387389397,18962.35387389583
20359.066666666666,20359.05244444449
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18295.666666666668,18295.660888888884
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14894.533333333333,14894.52088888888
18962.35387389397,18962.35387389583
15557.6,15557.595555555594
15580.533333333333,15580.456444444439
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14942.466666666667,14942.40844444441
23098.33333333333,23098.160000000036
18962.35387389397,18962.35387389583
22105.4,22105.763555555575
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22088.066666666666,22087.96177777774
18962.35387389397,18962.35387389583
22084.13333333333,22084.08888888892
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20202.733333333334,20202.761333333332
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14949.866666666669,14949.750222222237
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22065.2,22065.15777777782
16893.6,16893.56577777779
18962.35387389397,18962.35387389583
23007.33333333333,23007.091111111095
18962.35387389397,18962.35387389583
15590.733333333334,15590.660444444455
21325.0,21324.396000000008
18962.35387389397,18962.35387389583
19323.2,19324.78888888889
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23129.4,23129.42666666662
15575.866666666669,15575.900000000003
16821.933333333334,16821.4826666667
16894.733333333334,16894.3262222222
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18273.466666666667,18273.652888888864
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21247.666666666668,21247.745777777756
20194.4,20194.41111111107
18962.35387389397,18962.35387389583
18239.733333333334,18239.706666666687
21297.866666666665,21297.61466666663
14897.4,14897.469777777775
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22252.866666666665,22251.758222222234
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
21290.0,21289.91555555557
18962.35387389397,18962.35387389583
19149.733333333334,19149.125333333322
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17004.2,17004.204888888882
16254.733333333334,16254.98088888889
18285.466666666667,18285.602666666655
16898.2,16898.34133333332
18274.2,18274.195111111123
18962.35387389397,18962.35387389583
16887.733333333334,16887.641777777822
20118.13333333333,20118.07422222227
17099.6,17099.560888888886
23213.066666666666,23213.038666666664
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14958.533333333333,14958.521333333321
16855.0,16855.075999999997
17034.0,17034.06000000002
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
24120.33333333333,24120.337777777793
19281.2,19281.224000000024
21291.466666666667,21291.375111111087
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16812.466666666667,16812.02666666667
22191.266666666663,22191.210666666666
18962.35387389397,18962.35387389583
14920.466666666667,14920.291111111095
18962.35387389397,18962.35387389583
16847.066666666666,16847.14800000002
18962.35387389397,18962.35387389583
21473.466666666667,21473.43199999997
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15601.933333333332,15601.900000000012
18962.35387389397,18962.35387389583
14947.2,14947.203999999989
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
17002.466666666667,17002.450222222204
18327.2,18327.02711111114
18962.35387389397,18962.35387389583
22200.6,22200.782666666666
14943.066666666668,14943.073333333334
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
23031.866666666665,23031.882222222237
18962.35387389397,18962.35387389583
14940.466666666667,14940.473777777743
23203.666666666668,23203.65022222227
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14915.733333333334,14915.629333333367
18962.35387389397,18962.35387389583
18138.466666666667,18138.433777777736
19139.866666666665,19140.75955555555
18255.4,18255.293333333306
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15527.4,15527.390222222188
18292.13333333333,18291.74044444446
17098.666666666668,17098.676444444456
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
19275.533333333333,19275.655555555542
18962.35387389397,18962.35387389583
15506.133333333331,15505.815111111111
16808.733333333334,16808.66000000002
23203.666666666668,23203.65022222227
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
22193.2,22193.201333333345
18300.6,18300.606666666652
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15556.933333333332,15557.227555555555
23213.93333333333,23213.834666666608
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14946.2,14946.277777777761
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16847.066666666666,16847.135555555575
18962.35387389397,18962.35387389583
15606.4,15606.328444444429
18962.35387389397,18962.35387389583
18212.666666666668,18212.75066666666
16148.333333333334,16148.18044444443
23148.93333333333,23148.985777777783
18962.35387389397,18962.35387389583
14987.866666666669,14987.91022222223
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16286.666666666666,16287.897777777785
18962.35387389397,18962.35387389583
22250.733333333334,22250.94133333329
22148.13333333333,22142.144888888863
18962.35387389397,18962.35387389583
19117.733333333334,19117.68755555554
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14906.466666666667,14906.464444444427
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16796.133333333335,16795.797333333347
18962.35387389397,18962.35387389583
15515.0,15515.000888888888
18962.35387389397,18962.35387389583
23153.33333333333,23153.310666666697
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
15527.133333333331,15527.012444444441
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
16804.733333333334,16805.14622222224
22075.533333333333,22075.52400000003
15571.333333333334,15571.338666666647
16809.133333333335,16809.120444444434
18315.866666666665,18315.771111111113
15532.666666666666,15532.588000000014
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
20185.533333333333,20185.277777777737
20203.666666666668,20203.747111111137
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14617.466666666667,14617.492000000037
18962.35387389397,18962.35387389583
18962.35387389397,18962.35387389583
14903.266666666666,14903.280444444437
19118.13333333333,19118.204444444433
18962.35387389397,18962.35387389583
16776.933333333334,16776.930666666674
18962.35387389397,18962.35387389583
18315.2,18315.16888888887
18265.33333333333,18265.295111111103
23030.266666666663,23030.264888888905
