Date,Avg_Magnitude_Forecast,Avg_Magnitude_Lower_CI,Avg_Magnitude_Upper_CI,Date,Meteor_Count_Forecast,Meteor_Count_Lower_CI,Meteor_Count_Upper_CI,Date,Peak_Activity_Forecast,Peak_Activity_Lower_CI,Peak_Activity_Upper_CI
2024-12-24 21:55:00,23096.339722152898,22985.987467616844,23206.69197668895,2024-12-24 21:55:00,153961.44444444444,150011.18339223208,157911.7054966568,2024-12-24 21:55:00,0.4444444444444444,0.42886978325646896,0.4600191056324199
2024-12-25 21:55:00,23098.46277763913,22942.401122635794,23254.52443264247,2024-12-25 21:55:00,153961.44444444444,149250.53870781185,158672.35018107702,2024-12-25 21:55:00,0.4444444444444444,0.4224185461481082,0.46647034274078064
2024-12-26 21:55:00,23100.585833125366,22909.450121539146,23291.721544711585,2024-12-26 21:55:00,153961.44444444444,148596.67946000665,159326.20942888223,2024-12-26 21:55:00,0.4444444444444444,0.4174683379722186,0.47142055091667023
2024-12-27 21:55:00,23102.7088886116,22882.00437953949,23323.41339768371,2024-12-27 21:55:00,153961.44444444444,148014.2792527702,159908.60963611866,2024-12-27 21:55:00,0.4444444444444444,0.41329511949122627,0.47559376939766257
2024-12-28 21:55:00,23104.831944097834,22858.076801484855,23351.587086710813,2024-12-28 21:55:00,153961.44444444444,147484.03413662285,160438.85475226602,2024-12-28 21:55:00,0.4444444444444444,0.4096184402280331,0.4792704486608557
2024-12-29 21:55:00,23106.954999584068,22836.648284005,23377.261715163135,2024-12-29 21:55:00,153961.44444444444,146994.02635919326,160928.86252969562,2024-12-29 21:55:00,0.4444444444444444,0.4062944681099588,0.48259442077893006
2024-12-30 21:55:00,23109.078055070302,22817.1134329526,23401.042677188005,2024-12-30 21:55:00,153961.44444444444,146536.2855065161,161386.60338237276,2024-12-30 21:55:00,0.4444444444444444,0.40323776029050973,0.4856511285983791
2024-12-31 21:55:00,23111.201110556536,22799.07780054986,23423.32442056321,2024-12-31 21:55:00,153961.44444444444,146105.16951720897,161817.7193716799,2024-12-31 21:55:00,0.4444444444444444,0.4003926460293689,0.4884962428595199
2025-01-01 21:55:00,23113.32416604277,22782.267402434605,23444.380929650935,2025-01-01 21:55:00,153961.44444444444,145696.51091711823,162226.37797177065,2025-01-01 21:55:00,0.4444444444444444,0.39772045629870967,0.49116843259017917
2025-01-02 21:55:00,23115.447221529004,22766.48275226042,23464.411690797588,2025-01-02 21:55:00,153961.44444444444,145307.12779378204,162615.76109510683,2025-01-02 21:55:00,0.4444444444444444,0.39519303641499737,0.49369585247389147
2025-01-03 21:55:00,23117.57027701524,22751.573253949347,23483.56730008113,2025-01-03 21:55:00,153961.44444444444,144934.5254147453,162988.36347414358,2025-01-03 21:55:00,0.4444444444444444,0.39278913186651687,0.49609975702237197
