Date,Actual_Meteor_Count,Predicted_ARIMA_Count
2023-04-22 01:20:00,232648.0,78206.58147157366
2023-04-22 01:50:00,318705.0,78206.58147326388
2023-04-22 01:50:00,0.0,78206.58147243793
2023-04-22 02:00:00,224685.0,78206.58147106998
2023-04-22 03:43:00,0.0,78206.58147074087
2023-04-22 03:43:00,256896.0,78206.58147128628
2023-04-22 03:43:00,233012.0,78206.58147176933
2023-04-22 04:13:00,0.0,78206.58147174971
2023-04-22 04:13:00,289332.0,78206.58147148078
2023-04-22 04:59:00,0.0,78206.58147133981
2023-04-22 04:59:00,0.0,78206.5814714041
2023-04-22 09:15:00,0.0,78206.5814715156
2023-04-22 09:15:00,0.0,78206.58147154404
2023-04-22 09:15:00,0.0,78206.58147150048
2023-04-22 10:00:00,275950.0,78206.58147146078
2023-04-22 10:00:00,272421.0,78206.5814714617
2023-04-22 10:00:00,0.0,78206.58147148343
2023-04-22 10:22:00,0.0,78206.58147149517
2023-04-22 11:00:00,0.0,78206.58147149018
2023-04-22 11:00:00,0.0,78206.5814714811
2023-04-22 18:25:00,349630.0,78206.58147147865
2023-04-22 18:25:00,0.0,78206.58147148213
2023-04-22 18:25:00,303030.0,78206.58147148539
2023-04-22 18:35:00,0.0,78206.58147148538
2023-04-22 18:35:00,0.0,78206.58147148363
2023-04-22 18:45:00,318755.0,78206.58147148266
2023-04-22 18:45:00,0.0,78206.58147148305
2023-04-22 18:55:00,0.0,78206.58147148379
2023-04-22 18:55:00,0.0,78206.581471484
2023-04-22 19:05:00,346416.0,78206.58147148372
2023-04-22 19:05:00,251899.0,78206.58147148346
2023-04-22 20:15:00,302943.0,78206.58147148346
2023-04-22 20:15:00,346224.0,78206.5814714836
2023-04-22 20:15:00,253737.0,78206.58147148369
2023-04-22 20:15:00,0.0,78206.58147148366
2023-04-22 20:15:00,0.0,78206.5814714836
2023-04-22 20:15:00,272615.0,78206.58147148359
2023-04-22 20:30:00,0.0,78206.58147148362
2023-04-22 20:30:00,0.0,78206.58147148365
2023-04-22 20:35:00,0.0,78206.58147148365
2023-04-22 20:35:00,256665.0,78206.58147148363
2023-04-22 20:45:00,0.0,78206.58147148363
2023-04-22 20:45:00,0.0,78206.58147148363
2023-04-22 20:45:00,251653.0,78206.58147148363
2023-04-22 20:55:00,0.0,78206.58147148363
2023-04-22 20:55:00,274294.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,349249.0,78206.58147148363
2023-04-22 21:00:00,223517.0,78206.58147148363
2023-04-22 21:00:00,233278.0,78206.58147148363
2023-04-22 21:00:00,223403.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,253743.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,223227.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,286533.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,252132.0,78206.58147148363
2023-04-22 21:00:00,251774.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,286188.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,272436.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,252883.0,78206.58147148363
2023-04-22 21:00:00,289461.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,253024.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,272224.0,78206.58147148363
2023-04-22 21:00:00,274460.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,0.0,78206.58147148363
2023-04-22 21:00:00,273851.0,78206.58147148363
2023-04-22 21:10:00,0.0,78206.58147148363
2023-04-22 21:10:00,0.0,78206.58147148363
2023-04-22 21:15:00,0.0,78206.58147148363
2023-04-22 21:15:00,0.0,78206.58147148363
2023-04-22 21:30:00,256441.0,78206.58147148363
2023-04-22 21:30:00,303841.0,78206.58147148363
2023-04-22 21:40:00,0.0,78206.58147148363
2023-04-22 21:40:00,0.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,224285.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,252151.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,348197.0,78206.58147148363
2023-04-22 22:00:00,347967.0,78206.58147148363
2023-04-22 22:00:00,303645.0,78206.58147148363
2023-04-22 22:00:00,348748.0,78206.58147148363
2023-04-22 22:00:00,348660.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,253713.0,78206.58147148363
2023-04-22 22:00:00,256492.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:00:00,332019.0,78206.58147148363
2023-04-22 22:00:00,0.0,78206.58147148363
2023-04-22 22:10:00,252117.0,78206.58147148363
2023-04-22 22:10:00,331510.0,78206.58147148363
2023-04-22 22:15:00,0.0,78206.58147148363
2023-04-22 22:15:00,0.0,78206.58147148363
2023-04-22 22:15:00,0.0,78206.58147148363
2023-04-22 22:15:00,0.0,78206.58147148363
2023-04-22 22:25:00,273758.0,78206.58147148363
2023-04-22 22:25:00,223632.0,78206.58147148363
2023-04-22 22:25:00,0.0,78206.58147148363
2023-04-22 22:30:00,252117.0,78206.58147148363
2023-04-22 22:30:00,0.0,78206.58147148363
2023-04-22 22:30:00,0.0,78206.58147148363
2023-04-22 22:45:00,255425.0,78206.58147148363
2023-04-22 22:45:00,0.0,78206.58147148363
2023-04-22 23:00:00,0.0,78206.58147148363
2023-04-22 23:00:00,272172.0,78206.58147148363
2023-04-22 23:30:00,233085.0,78206.58147148363
2023-04-22 23:30:00,303751.0,78206.58147148363
2023-04-23 00:00:00,0.0,78206.58147148363
2023-04-23 00:00:00,0.0,78206.58147148363
2023-04-23 00:03:00,304926.0,78206.58147148363
2023-04-23 00:03:00,244308.0,78206.58147148363
2023-04-23 00:03:00,0.0,78206.58147148363
2023-04-23 00:06:00,0.0,78206.58147148363
2023-04-23 00:06:00,346521.0,78206.58147148363
2023-04-23 00:06:00,224329.0,78206.58147148363
2023-04-23 00:15:00,223575.0,78206.58147148363
2023-04-23 00:15:00,0.0,78206.58147148363
2023-04-23 00:30:00,0.0,78206.58147148363
2023-04-23 00:30:00,0.0,78206.58147148363
2023-04-23 00:30:00,0.0,78206.58147148363
2023-04-23 00:30:00,232471.0,78206.58147148363
2023-04-23 00:36:00,0.0,78206.58147148363
2023-04-23 00:36:00,288776.0,78206.58147148363
2023-04-23 01:00:00,224728.0,78206.58147148363
2023-04-23 01:00:00,224019.0,78206.58147148363
2023-04-23 01:00:00,0.0,78206.58147148363
2023-04-23 01:00:00,0.0,78206.58147148363
2023-04-23 01:00:00,0.0,78206.58147148363
2023-04-23 01:30:00,302066.0,78206.58147148363
2023-04-23 01:35:00,256876.0,78206.58147148363
2023-04-23 01:35:00,0.0,78206.58147148363
2023-04-23 02:00:00,223222.0,78206.58147148363
2023-04-23 02:30:00,0.0,78206.58147148363
2023-04-23 04:03:00,0.0,78206.58147148363
2023-04-23 04:03:00,224100.0,78206.58147148363
2023-04-23 04:03:00,0.0,78206.58147148363
2023-04-23 05:00:00,303149.0,78206.58147148363
2023-04-23 05:00:00,0.0,78206.58147148363
2023-04-23 05:00:00,0.0,78206.58147148363
2023-04-23 05:19:00,0.0,78206.58147148363
2023-04-23 05:19:00,232576.0,78206.58147148363
2023-04-23 05:30:00,0.0,78206.58147148363
2023-04-23 05:30:00,0.0,78206.58147148363
2023-04-23 06:00:00,0.0,78206.58147148363
2023-04-23 06:00:00,345508.0,78206.58147148363
2023-04-23 06:30:00,232420.0,78206.58147148363
2023-04-23 06:30:00,0.0,78206.58147148363
2023-04-23 07:00:00,0.0,78206.58147148363
2023-04-23 07:00:00,0.0,78206.58147148363
2023-04-23 07:19:00,0.0,78206.58147148363
2023-04-23 07:19:00,0.0,78206.58147148363
2023-04-23 07:19:00,0.0,78206.58147148363
2023-04-23 07:30:00,0.0,78206.58147148363
2023-04-23 07:30:00,0.0,78206.58147148363
2023-04-23 07:30:00,0.0,78206.58147148363
2023-04-23 08:00:00,0.0,78206.58147148363
2023-04-23 08:00:00,224206.0,78206.58147148363
2023-04-23 08:00:00,0.0,78206.58147148363
2023-04-23 08:33:00,0.0,78206.58147148363
2023-04-23 08:33:00,0.0,78206.58147148363
2023-04-23 08:47:00,0.0,78206.58147148363
2023-04-23 08:47:00,0.0,78206.58147148363
2023-04-23 08:47:00,288701.0,78206.58147148363
2023-04-23 09:03:00,0.0,78206.58147148363
2023-04-23 09:03:00,0.0,78206.58147148363
2023-04-23 09:18:00,286791.0,78206.58147148363
2023-04-23 09:18:00,0.0,78206.58147148363
2023-04-23 09:47:00,0.0,78206.58147148363
2023-04-23 09:47:00,318756.0,78206.58147148363
2023-04-23 10:47:00,303056.0,78206.58147148363
2023-04-23 10:47:00,0.0,78206.58147148363
2023-04-23 11:47:00,272859.0,78206.58147148363
2023-04-23 11:47:00,274045.0,78206.58147148363
2023-04-23 20:15:00,0.0,78206.58147148363
2023-04-23 20:15:00,242018.0,78206.58147148363
2023-04-23 20:15:00,0.0,78206.58147148363
2023-04-23 20:35:00,0.0,78206.58147148363
2023-04-23 20:35:00,0.0,78206.58147148363
2023-04-23 20:43:00,304314.0,78206.58147148363
2023-04-23 20:43:00,232859.0,78206.58147148363
2023-04-23 20:43:00,333821.0,78206.58147148363
2023-04-23 20:55:00,322889.0,78206.58147148363
2023-04-23 20:55:00,346026.0,78206.58147148363
2023-04-23 21:15:00,0.0,78206.58147148363
2023-04-23 21:15:00,0.0,78206.58147148363
2023-04-23 22:40:00,0.0,78206.58147148363
2023-04-23 22:40:00,303716.0,78206.58147148363
2023-04-23 22:40:00,0.0,78206.58147148363
2023-04-23 23:40:00,303119.0,78206.58147148363
2023-04-24 00:00:00,289057.0,78206.58147148363
2023-04-24 00:00:00,251697.0,78206.58147148363
2023-04-24 00:00:00,0.0,78206.58147148363
2023-04-24 00:55:00,224481.0,78206.58147148363
2023-04-25 06:49:00,0.0,78206.58147148363
2023-04-25 06:49:00,0.0,78206.58147148363
2023-04-25 06:49:00,256756.0,78206.58147148363
2023-04-25 07:49:00,0.0,78206.58147148363
2023-04-25 08:49:00,0.0,78206.58147148363
2023-04-25 09:09:00,0.0,78206.58147148363
2023-04-25 23:05:00,347207.0,78206.58147148363
2023-04-25 23:05:00,0.0,78206.58147148363
2023-04-25 23:05:00,0.0,78206.58147148363
2023-04-25 23:25:00,0.0,78206.58147148363
2023-04-25 23:25:00,285936.0,78206.58147148363
2023-04-25 23:25:00,302904.0,78206.58147148363
2023-04-25 23:50:00,274680.0,78206.58147148363
2023-04-26 00:25:00,0.0,78206.58147148363
2023-04-26 00:50:00,0.0,78206.58147148363
2023-04-26 01:25:00,0.0,78206.58147148363
2023-04-27 01:30:00,0.0,78206.58147148363
2023-04-27 01:30:00,0.0,78206.58147148363
2023-04-27 01:30:00,0.0,78206.58147148363
2023-04-27 02:15:00,0.0,78206.58147148363
2024-04-14 20:05:00,0.0,78206.58147148363
2024-04-14 20:05:00,274709.0,78206.58147148363
2024-04-14 20:05:00,272243.0,78206.58147148363
2024-04-18 20:30:00,0.0,78206.58147148363
2024-04-18 20:30:00,0.0,78206.58147148363
2024-04-18 20:30:00,224269.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,333547.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,251805.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,349048.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,303061.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,274139.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,253793.0,78206.58147148363
2024-04-18 20:45:00,348642.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,234133.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,272966.0,78206.58147148363
2024-04-18 20:45:00,232796.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,253008.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,345788.0,78206.58147148363
2024-04-18 20:45:00,0.0,78206.58147148363
2024-04-18 20:45:00,347274.0,78206.58147148363
2024-04-18 21:00:00,0.0,78206.58147148363
2024-04-18 21:00:00,0.0,78206.58147148363
2024-04-18 21:00:00,330815.0,78206.58147148363
2024-04-18 21:30:00,252113.0,78206.58147148363
2024-04-18 21:30:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,223504.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,301786.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,330794.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,253036.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 21:45:00,272813.0,78206.58147148363
2024-04-18 21:45:00,255514.0,78206.58147148363
2024-04-18 21:45:00,0.0,78206.58147148363
2024-04-18 22:30:00,0.0,78206.58147148363
2024-04-18 22:30:00,0.0,78206.58147148363
2024-04-18 22:30:00,332222.0,78206.58147148363
2024-04-18 22:30:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,360037.0,78206.58147148363
2024-04-18 22:45:00,252887.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,330978.0,78206.58147148363
2024-04-18 22:45:00,273446.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,345476.0,78206.58147148363
2024-04-18 22:45:00,233428.0,78206.58147148363
2024-04-18 22:45:00,251553.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,232543.0,78206.58147148363
2024-04-18 22:45:00,274277.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-18 22:45:00,0.0,78206.58147148363
2024-04-19 02:00:00,0.0,78206.58147148363
2024-04-19 02:00:00,346183.0,78206.58147148363
2024-04-19 02:00:00,0.0,78206.58147148363
2024-04-19 02:30:00,0.0,78206.58147148363
2024-04-19 02:30:00,0.0,78206.58147148363
2024-04-22 00:35:00,0.0,78206.58147148363
2024-04-22 00:35:00,0.0,78206.58147148363
2024-04-22 00:35:00,233801.0,78206.58147148363
2024-04-22 01:05:00,0.0,78206.58147148363
2024-04-22 01:35:00,274415.0,78206.58147148363
2024-04-22 02:05:00,224686.0,78206.58147148363
2024-04-26 20:05:00,233568.0,78206.58147148363
2024-04-26 20:05:00,0.0,78206.58147148363
2024-04-26 20:05:00,0.0,78206.58147148363
2024-04-26 21:00:00,0.0,78206.58147148363
2024-04-26 21:00:00,0.0,78206.58147148363
2024-04-26 21:00:00,0.0,78206.58147148363
2024-04-26 22:35:00,224055.0,78206.58147148363
2024-04-26 22:35:00,0.0,78206.58147148363
2024-04-26 22:35:00,0.0,78206.58147148363
2024-04-27 20:12:00,0.0,78206.58147148363
2024-04-27 20:12:00,0.0,78206.58147148363
2024-04-27 20:12:00,273004.0,78206.58147148363
2024-04-27 20:20:00,0.0,78206.58147148363
2024-04-27 20:20:00,0.0,78206.58147148363
2024-04-27 20:20:00,0.0,78206.58147148363
2024-04-27 20:25:00,244362.0,78206.58147148363
2024-04-27 20:25:00,285948.0,78206.58147148363
2024-04-27 20:25:00,0.0,78206.58147148363
2024-04-27 21:15:00,0.0,78206.58147148363
2024-04-27 21:20:00,302817.0,78206.58147148363
2024-04-27 21:20:00,303435.0,78206.58147148363
2024-04-28 22:19:00,0.0,78206.58147148363
2024-04-28 22:19:00,0.0,78206.58147148363
2024-04-28 22:19:00,224212.0,78206.58147148363
2024-04-28 23:15:00,319114.0,78206.58147148363
2024-04-29 00:16:00,0.0,78206.58147148363
